date,hrrr_tmax,peak_cloud_cover,peak_solar_flux,peak_wind_speed,soil_moisture,snow_depth,n_hours_fetched,n_peak_hours,grid_lat,grid_lon
2025-02-01,36.983002929687544,12.4,312.62001037597656,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-02,33.61690185546879,100.0,235.68000240325927,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-03,46.210419921875044,90.0,274.2200012207031,,,0.009999999776482582,18,5,40.76794976166704,-73.86206056835027
2025-02-04,43.32519042968754,89.2,166.07999668121337,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-05,36.14441650390629,86.4,325.4399974822998,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-06,38.50581787109379,100.0,25.000000190734863,,,0.004000000189989805,18,5,40.76794976166704,-73.86206056835027
2025-02-07,39.57050292968754,46.4,313.2800037384033,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-08,38.424958496093794,100.0,230.74000034332275,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-09,36.47444580078129,52.0,247.53999862670898,,,0.08799999952316284,18,5,40.76794976166704,-73.86206056835027
2025-02-10,36.08003662109379,9.2,335.99999847412107,,,0.03700000047683716,18,5,40.76794976166704,-73.86206056835027
2025-02-11,37.959302978515666,100.0,258.5200004577637,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-12,34.93888671875004,100.0,60.84000072479248,,,0.02199999988079071,17,5,40.76794976166704,-73.86206056835027
2025-02-13,49.47819335937504,95.4,154.28000030517578,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-14,36.49032104492191,56.8,353.1399917602539,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-15,39.04524658203129,100.0,147.59999809265136,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-16,53.97467773437504,99.2,62.23999948501587,,,0.0020000000949949026,18,5,40.76794976166704,-73.86206056835027
2025-02-17,30.24574707031254,100.0,212.34000511169432,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-18,27.775581054687542,70.0,386.9400001525879,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-19,31.095100097656292,100.0,315.99999771118166,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-20,32.16571777343754,99.6,276.3799934387207,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-21,33.563673095703166,5.2,403.8800018310547,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-22,40.47308471679692,43.2,389.2800018310547,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-23,48.18806884765629,67.2,401.50000152587893,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-24,49.44578369140629,90.8,401.7199981689453,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-25,59.20565307617191,100.0,361.70000610351565,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-26,56.38354003906254,89.6,376.75999984741213,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-27,62.375867919921916,100.0,131.06000003814697,,,0.0,18,5,40.76794976166704,-73.86206056835027
2025-02-28,48.51062744140629,44.6,423.4199981689453,,,0.0,18,5,40.76794976166704,-73.86206056835027
