date,hrrr_tmax,peak_cloud_cover,peak_solar_flux,peak_wind_speed,snow_depth,n_hours_fetched,n_peak_hours,grid_lat,grid_lon
2023-01-01,51.274732666015666,1.6,210.05999755859375,7.5120150757782955,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-02,54.24812744140629,22.8,184.35999603271483,4.823598083760291,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-03,57.44536865234379,100.0,63.760000991821286,7.658817180490838,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-04,66.40724609375005,100.0,158.25999908447267,5.880366499604145,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-05,48.71651123046879,100.0,55.779998779296875,5.378956578958284,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-06,48.71464355468754,57.8,148.62000122070313,4.279064078224712,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-07,43.68015869140629,98.4,126.36000213623046,6.972061241949282,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-08,39.985401611328165,100.0,212.83999481201172,3.1790701079158463,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-09,42.75296752929692,5.2,229.5800003051758,11.272772667143887,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-10,44.11269042968754,99.4,161.6599998474121,6.912878511355477,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-11,38.90275390625004,100.0,162.81999664306642,7.074800217787955,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-12,54.24246948242192,100.0,40.460000610351564,9.635285350090143,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-13,55.05792968750004,100.0,69.92000045776368,10.568340019053984,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-14,33.34279296875004,100.0,44.08000030517578,11.514874969061806,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-15,39.12742431640629,0.8,253.82000122070312,13.883882153086494,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-16,45.78393066406254,0.0,262.3399932861328,9.25417032698996,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-17,49.06021850585942,100.0,82.65999794006348,5.514463471542813,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-18,52.12150390625004,5.6,253.9000030517578,14.192591246625028,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-19,46.42987182617192,100.0,23.620000648498536,6.910993341446189,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-20,47.06482666015629,59.0,98.33999786376953,9.892184641290342,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-21,39.57489746093754,88.6,131.13999633789064,5.714378240626102,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-22,42.23688476562504,100.0,122.15999832153321,7.434386589775737,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-23,38.825410156250044,100.0,77.24000091552735,10.856419254997524,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-24,43.09821289062504,98.4,130.8999984741211,9.748797861280673,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-25,52.65027587890629,100.0,122.77999801635742,10.930762981506145,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-26,47.40770996093754,100.0,130.68000030517578,13.925327432575148,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-27,41.30019042968754,51.2,203.32000427246095,8.260299456965857,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-28,49.722199707031294,100.0,254.17999634742736,11.259911173513567,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-29,57.018769531250044,100.0,203.99999876022338,12.372261071650728,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-30,50.45696533203129,70.8,219.77999601364135,3.0882350876987923,0.0,18,5,40.76794976166704,-73.86206056835027
2023-01-31,40.875458984375044,100.0,249.52000484466552,7.735756010473963,0.0,18,5,40.76794976166704,-73.86206056835027
