partition,strategy,spread_label,spread,exit_threshold,min_entry,max_entry,e_star,n_trades,proj_60d,total_pnl,sharpe,win_rate,exit_rate,max_dd,mean_pnl_per_trade
IS,hybrid_maker,optimistic,0.04,0.2,0.25,0.65,0.05,98,117.6,30.250000000000007,4.908811294871419,0.7142857142857143,0.6632653061224489,-5.425000000000001,0.3086734693877551
IS,hybrid_maker,optimistic,0.04,0.2,0.35,0.55,0.02,66,79.2,27.050000000000004,4.926884298489881,0.7575757575757576,0.6818181818181818,-4.074999999999999,0.4098484848484849
IS,hybrid_maker,optimistic,0.04,0.2,0.35,0.55,0.037,59,70.8,29.000000000000004,6.121301400039027,0.7796610169491526,0.6949152542372882,-4.050000000000001,0.4915254237288136
IS,hybrid_maker,optimistic,0.04,0.2,0.35,0.55,0.05,58,69.6,25.700000000000003,5.741068788961963,0.7758620689655172,0.7068965517241379,-4.050000000000001,0.4431034482758621
IS,hybrid_maker,optimistic,0.04,0.2,0.35,0.65,0.02,73,87.6,22.400000000000006,3.693282642181735,0.7397260273972602,0.6712328767123288,-5.350000000000001,0.3068493150684932
IS,hybrid_maker,optimistic,0.04,0.2,0.35,0.65,0.037,66,79.2,24.325000000000003,4.592965168818676,0.7575757575757576,0.6818181818181818,-3.825000000000003,0.3685606060606061
IS,hybrid_maker,optimistic,0.04,0.2,0.35,0.65,0.05,64,76.8,20.025,3.9242448420596263,0.75,0.6875,-4.050000000000001,0.3128906250000001
IS,hybrid_maker,optimistic,0.04,0.22,0.15,0.55,0.02,166,199.2,32.75000000000001,4.839847891078041,0.5481927710843374,0.5,-6.75,0.19728915662650612
IS,hybrid_maker,optimistic,0.04,0.22,0.15,0.55,0.037,158,189.60000000000002,38.25000000000001,5.538376446161445,0.569620253164557,0.5253164556962026,-7.3500000000000085,0.24208860759493672
IS,hybrid_maker,optimistic,0.04,0.22,0.15,0.55,0.05,153,183.6,33.900000000000006,5.267342853530537,0.5686274509803921,0.5294117647058824,-7.350000000000005,0.22156862745098038
IS,hybrid_maker,optimistic,0.04,0.22,0.15,0.65,0.02,167,200.39999999999998,25.800000000000004,3.7504661900612923,0.5389221556886228,0.49101796407185627,-6.749999999999993,0.15449101796407191
