partition,strategy,spread_label,spread,exit_threshold,min_entry,max_entry,e_star,n_trades,proj_60d,total_pnl,sharpe,win_rate,exit_rate,max_dd,mean_pnl_per_trade
IS,hybrid_maker,moderate,0.1,0.18,0.15,0.65,0.05,177,212.4,76.475,12.645216504405523,0.7344632768361582,0.7175141242937854,-2.3499999999999996,0.4320621468926553
IS,hybrid_maker,moderate,0.1,0.18,0.25,0.55,0.02,121,145.2,70.225,15.266038470480183,0.8347107438016529,0.8016528925619835,-2.299999999999997,0.5803719008264463
IS,hybrid_maker,moderate,0.1,0.18,0.25,0.55,0.037,114,136.79999999999998,73.72499999999998,16.465495357212514,0.8596491228070176,0.8245614035087719,-2.1000000000000014,0.6467105263157896
IS,hybrid_maker,moderate,0.1,0.18,0.25,0.55,0.05,110,132.0,70.12499999999999,16.462122870246283,0.8545454545454545,0.8181818181818182,-2.1000000000000014,0.6375000000000003
IS,hybrid_maker,moderate,0.1,0.18,0.25,0.65,0.02,125,150.0,70.19999999999999,14.28367062182253,0.832,0.8,-2.7249999999999996,0.5616000000000001
IS,hybrid_maker,moderate,0.1,0.18,0.25,0.65,0.037,120,144.0,71.92499999999998,14.276001304276273,0.85,0.8166666666666667,-2.7249999999999996,0.599375
IS,hybrid_maker,moderate,0.1,0.18,0.25,0.65,0.05,116,139.2,68.32499999999999,14.018215965754695,0.8448275862068966,0.8103448275862069,-2.7249999999999996,0.5890086206896553
IS,hybrid_maker,moderate,0.1,0.18,0.35,0.55,0.02,78,93.60000000000001,48.949999999999996,11.87421906357515,0.8717948717948718,0.8333333333333334,-2.3000000000000007,0.6275641025641024
IS,hybrid_maker,moderate,0.1,0.18,0.35,0.55,0.037,71,85.19999999999999,48.375,11.881269674839755,0.8873239436619719,0.8450704225352113,-1.5250000000000004,0.681338028169014
IS,hybrid_maker,moderate,0.1,0.18,0.35,0.55,0.05,67,80.4,44.77499999999999,11.205193791386458,0.8805970149253731,0.835820895522388,-1.5250000000000004,0.6682835820895521
IS,hybrid_maker,moderate,0.1,0.18,0.35,0.65,0.02,85,102.0,51.62499999999999,11.828675286475953,0.8705882352941177,0.8352941176470589,-2.7249999999999996,0.6073529411764705
IS,hybrid_maker,moderate,0.1,0.18,0.35,0.65,0.037,78,93.60000000000001,47.474999999999994,10.516312793909437,0.8717948717948718,0.8333333333333334,-2.7249999999999996,0.608653846153846
IS,hybrid_maker,moderate,0.1,0.18,0.35,0.65,0.05,75,90.0,44.775,10.117624668743122,0.8666666666666667,0.8266666666666667,-2.7249999999999996,0.5969999999999999
IS,hybrid_maker,moderate,0.1,0.2,0.15,0.55,0.02,190,228.0,93.25,16.15529925731306,0.7052631578947368,0.6789473684210526,-1.5999999999999943,0.49078947368421055
IS,hybrid_maker,moderate,0.1,0.2,0.15,0.55,0.037,181,217.20000000000002,92.0,15.121207233416065,0.712707182320442,0.6850828729281768,-1.7999999999999972,0.5082872928176796
IS,hybrid_maker,moderate,0.1,0.2,0.15,0.55,0.05,174,208.8,88.5,15.332375166457968,0.7126436781609196,0.6839080459770115,-1.7999999999999972,0.5086206896551724
IS,hybrid_maker,moderate,0.1,0.2,0.15,0.65,0.02,192,230.39999999999998,91.525,15.14551166142427,0.703125,0.6770833333333334,-2.25,0.4766927083333334
IS,hybrid_maker,moderate,0.1,0.2,0.15,0.65,0.037,184,220.8,87.6,13.477008648086887,0.7065217391304348,0.6793478260869565,-2.25,0.4760869565217391
IS,hybrid_maker,moderate,0.1,0.2,0.15,0.65,0.05,177,212.4,84.1,13.515674257992453,0.7062146892655368,0.6779661016949152,-2.25,0.4751412429378531
IS,hybrid_maker,moderate,0.1,0.2,0.25,0.55,0.02,121,145.2,76.92500000000001,15.423126402933931,0.8099173553719008,0.7603305785123967,-2.3000000000000007,0.6357438016528926
IS,hybrid_maker,moderate,0.1,0.2,0.25,0.55,0.037,114,136.79999999999998,82.125,16.784184492856976,0.8421052631578947,0.7894736842105263,-2.0,0.7203947368421053
IS,hybrid_maker,moderate,0.1,0.2,0.25,0.55,0.05,110,132.0,78.125,16.760031978592835,0.8363636363636363,0.7818181818181819,-2.0,0.7102272727272727
IS,hybrid_maker,moderate,0.1,0.2,0.25,0.65,0.02,125,150.0,77.19999999999999,14.581491517098144,0.808,0.76,-2.7249999999999996,0.6175999999999999
IS,hybrid_maker,moderate,0.1,0.2,0.25,0.65,0.037,120,144.0,80.725,14.84555926667249,0.8333333333333334,0.7833333333333333,-2.7249999999999996,0.6727083333333332
IS,hybrid_maker,moderate,0.1,0.2,0.25,0.65,0.05,116,139.2,76.725,14.57409319811789,0.8275862068965517,0.7758620689655172,-2.7249999999999996,0.6614224137931034
IS,hybrid_maker,moderate,0.1,0.2,0.35,0.55,0.02,78,93.60000000000001,53.474999999999994,11.450917233921182,0.8461538461538461,0.782051282051282,-2.3000000000000007,0.6855769230769231
IS,hybrid_maker,moderate,0.1,0.2,0.35,0.55,0.037,71,85.19999999999999,52.39999999999999,11.962731062786812,0.8591549295774648,0.7887323943661971,-1.5250000000000004,0.7380281690140846
IS,hybrid_maker,moderate,0.1,0.2,0.35,0.55,0.05,67,80.4,48.39999999999999,11.286412077742268,0.8507462686567164,0.7761194029850746,-1.5250000000000004,0.7223880597014924
IS,hybrid_maker,moderate,0.1,0.2,0.35,0.65,0.02,85,102.0,53.099999999999994,10.27299475104766,0.8352941176470589,0.7764705882352941,-2.7249999999999996,0.6247058823529411
IS,hybrid_maker,moderate,0.1,0.2,0.35,0.65,0.037,78,93.60000000000001,51.99999999999999,10.831687657991584,0.8461538461538461,0.782051282051282,-2.7249999999999996,0.6666666666666666
IS,hybrid_maker,moderate,0.1,0.2,0.35,0.65,0.05,75,90.0,48.99999999999999,10.43573179954549,0.84,0.7733333333333333,-2.7249999999999996,0.6533333333333333
IS,hybrid_maker,moderate,0.1,0.22,0.15,0.55,0.02,190,228.0,86.65,13.454914923927486,0.6631578947368421,0.6368421052631579,-2.9000000000000057,0.4560526315789474
IS,hybrid_maker,moderate,0.1,0.22,0.15,0.55,0.037,181,217.20000000000002,87.25000000000001,13.609737041275947,0.6740331491712708,0.6464088397790055,-2.9000000000000057,0.48204419889502764
IS,hybrid_maker,moderate,0.1,0.22,0.15,0.55,0.05,174,208.8,86.00000000000001,13.758618413484605,0.6781609195402298,0.6494252873563219,-2.9000000000000057,0.4942528735632184
IS,hybrid_maker,moderate,0.1,0.22,0.15,0.65,0.02,192,230.39999999999998,85.025,12.730303501641517,0.6614583333333334,0.6354166666666666,-2.9000000000000057,0.4428385416666667
IS,hybrid_maker,moderate,0.1,0.22,0.15,0.65,0.037,184,220.8,82.95,12.233972335800978,0.6684782608695652,0.6413043478260869,-2.9000000000000057,0.45081521739130437
IS,hybrid_maker,moderate,0.1,0.22,0.15,0.65,0.05,177,212.4,81.7,12.285617879236952,0.672316384180791,0.6440677966101694,-2.9000000000000057,0.4615819209039547
IS,hybrid_maker,moderate,0.1,0.22,0.25,0.55,0.02,121,145.2,70.1,12.064620436836671,0.7603305785123967,0.7107438016528925,-2.9000000000000057,0.5793388429752064
IS,hybrid_maker,moderate,0.1,0.22,0.25,0.55,0.037,114,136.79999999999998,77.45,14.082093868232818,0.7982456140350878,0.7456140350877193,-2.2250000000000014,0.6793859649122804
IS,hybrid_maker,moderate,0.1,0.22,0.25,0.55,0.05,110,132.0,75.8,14.395438458436612,0.8,0.7454545454545455,-2.2250000000000014,0.6890909090909088
IS,hybrid_maker,moderate,0.1,0.22,0.25,0.65,0.02,125,150.0,70.675,11.835199716592955,0.76,0.712,-2.9000000000000057,0.5653999999999998
IS,hybrid_maker,moderate,0.1,0.22,0.25,0.65,0.037,120,144.0,76.45000000000002,13.00039425292708,0.7916666666666666,0.7416666666666667,-2.7249999999999996,0.6370833333333332
IS,hybrid_maker,moderate,0.1,0.22,0.25,0.65,0.05,116,139.2,74.80000000000001,12.825034004552302,0.7931034482758621,0.7413793103448276,-2.7249999999999996,0.6448275862068964
IS,hybrid_maker,moderate,0.1,0.22,0.35,0.55,0.02,78,93.60000000000001,50.525,10.138354182736842,0.8076923076923077,0.7435897435897436,-2.8500000000000014,0.6477564102564103
IS,hybrid_maker,moderate,0.1,0.22,0.35,0.55,0.037,71,85.19999999999999,48.949999999999996,10.45927525175047,0.8169014084507042,0.7464788732394366,-2.2250000000000014,0.68943661971831
IS,hybrid_maker,moderate,0.1,0.22,0.35,0.55,0.05,67,80.4,47.3,10.44047774082622,0.8208955223880597,0.746268656716418,-2.2250000000000014,0.7059701492537312
IS,hybrid_maker,moderate,0.1,0.22,0.35,0.65,0.02,85,102.0,50.650000000000006,9.498692187594926,0.8,0.7411764705882353,-2.8500000000000014,0.5958823529411765
IS,hybrid_maker,moderate,0.1,0.22,0.35,0.65,0.037,78,93.60000000000001,49.050000000000004,9.940539794042587,0.8076923076923077,0.7435897435897436,-2.7249999999999996,0.6288461538461539
IS,hybrid_maker,moderate,0.1,0.22,0.35,0.65,0.05,75,90.0,48.5,9.844824961639668,0.8133333333333334,0.7466666666666667,-2.7249999999999996,0.6466666666666666
IS,hybrid_maker,moderate,0.1,0.25,0.15,0.55,0.02,190,228.0,88.94999999999999,11.979759110704984,0.6210526315789474,0.5894736842105263,-4.724999999999994,0.4681578947368421
IS,hybrid_maker,moderate,0.1,0.25,0.15,0.55,0.037,181,217.20000000000002,91.325,12.250458409057487,0.6353591160220995,0.6022099447513812,-4.974999999999994,0.5045580110497236
IS,hybrid_maker,moderate,0.1,0.25,0.15,0.55,0.05,174,208.8,86.625,12.589295155300244,0.6379310344827587,0.6091954022988506,-4.974999999999994,0.4978448275862069
IS,hybrid_maker,moderate,0.1,0.25,0.15,0.65,0.02,192,230.39999999999998,79.45,10.14868041798968,0.609375,0.578125,-4.724999999999994,0.4138020833333333
IS,hybrid_maker,moderate,0.1,0.25,0.15,0.65,0.037,184,220.8,79.15,9.953252918559114,0.6195652173913043,0.5869565217391305,-4.974999999999994,0.4301630434782609
IS,hybrid_maker,moderate,0.1,0.25,0.15,0.65,0.05,177,212.4,74.45,10.154643268928014,0.6214689265536724,0.5932203389830508,-4.975000000000001,0.42062146892655367
IS,hybrid_maker,moderate,0.1,0.25,0.25,0.55,0.02,121,145.2,72.54999999999998,11.290882256338357,0.71900826446281,0.6611570247933884,-3.7250000000000014,0.5995867768595041
IS,hybrid_maker,moderate,0.1,0.25,0.25,0.55,0.037,114,136.79999999999998,82.125,13.361889349646761,0.7631578947368421,0.7017543859649122,-3.7249999999999943,0.7203947368421053
IS,hybrid_maker,moderate,0.1,0.25,0.25,0.55,0.05,110,132.0,77.82499999999999,13.520354757820268,0.7636363636363637,0.7090909090909091,-3.7250000000000014,0.7075
IS,hybrid_maker,moderate,0.1,0.25,0.25,0.65,0.02,125,150.0,65.55,9.644846810202228,0.704,0.648,-5.200000000000001,0.5243999999999999
IS,hybrid_maker,moderate,0.1,0.25,0.25,0.65,0.037,120,144.0,73.7,11.041272329972006,0.7416666666666667,0.6833333333333333,-2.825,0.6141666666666665
IS,hybrid_maker,moderate,0.1,0.25,0.25,0.65,0.05,116,139.2,69.39999999999999,10.882463266126505,0.7413793103448276,0.6896551724137931,-3.7250000000000014,0.5982758620689654
IS,hybrid_maker,moderate,0.1,0.25,0.35,0.55,0.02,78,93.60000000000001,58.64999999999999,10.396221119830743,0.7948717948717948,0.717948717948718,-2.6999999999999993,0.7519230769230768
IS,hybrid_maker,moderate,0.1,0.25,0.35,0.55,0.037,71,85.19999999999999,56.324999999999996,10.547799204076853,0.8028169014084507,0.7183098591549296,-2.5,0.7933098591549296
IS,hybrid_maker,moderate,0.1,0.25,0.35,0.55,0.05,67,80.4,52.02499999999999,10.727783827767471,0.8059701492537313,0.7313432835820896,-2.5,0.7764925373134327
IS,hybrid_maker,moderate,0.1,0.25,0.35,0.65,0.02,85,102.0,51.499999999999986,7.995531439132112,0.7647058823529411,0.6941176470588235,-3.2750000000000057,0.6058823529411764
IS,hybrid_maker,moderate,0.1,0.25,0.35,0.65,0.037,78,93.60000000000001,49.14999999999999,8.110385671585197,0.7692307692307693,0.6923076923076923,-3.2750000000000057,0.6301282051282051
IS,hybrid_maker,moderate,0.1,0.25,0.35,0.65,0.05,75,90.0,46.099999999999994,8.013687170464683,0.7733333333333333,0.7066666666666667,-3.2750000000000057,0.6146666666666666
IS,hybrid_maker,pessimistic,0.18,0.12,0.15,0.55,0.02,209,250.79999999999998,125.4,58.34430552116125,1.0,1.0,0.0,0.5999999999999999
IS,hybrid_maker,pessimistic,0.18,0.12,0.15,0.55,0.037,200,240.0,120.00000000000001,57.38292428937376,1.0,1.0,0.0,0.5999999999999999
IS,hybrid_maker,pessimistic,0.18,0.12,0.15,0.55,0.05,193,231.6,115.80000000000001,56.31145550136779,1.0,1.0,0.0,0.5999999999999999
IS,hybrid_maker,pessimistic,0.18,0.12,0.15,0.65,0.02,212,254.4,127.2,62.34046934092699,1.0,1.0,0.0,0.5999999999999999
IS,hybrid_maker,pessimistic,0.18,0.12,0.15,0.65,0.037,205,245.99999999999997,123.00000000000001,61.71403123582309,1.0,1.0,0.0,0.5999999999999999
IS,hybrid_maker,pessimistic,0.18,0.12,0.15,0.65,0.05,199,238.8,119.39999999999999,60.76106892714069,1.0,1.0,0.0,0.5999999999999999
IS,hybrid_maker,pessimistic,0.18,0.12,0.25,0.55,0.02,133,159.60000000000002,79.8,34.54340025179952,1.0,1.0,0.0,0.6000000000000001
IS,hybrid_maker,pessimistic,0.18,0.12,0.25,0.55,0.037,123,147.6,73.79999999999998,31.27014541447393,1.0,1.0,0.0,0.5999999999999998
IS,hybrid_maker,pessimistic,0.18,0.12,0.25,0.55,0.05,119,142.79999999999998,71.39999999999999,30.789734359612204,1.0,1.0,0.0,0.5999999999999995
IS,hybrid_maker,pessimistic,0.18,0.12,0.25,0.65,0.02,139,166.79999999999998,83.39999999999999,38.44094770169431,1.0,1.0,0.0,0.6000000000000001
IS,hybrid_maker,pessimistic,0.18,0.12,0.25,0.65,0.037,130,156.0,78.0,35.56310652142957,1.0,1.0,0.0,0.6
IS,hybrid_maker,pessimistic,0.18,0.12,0.25,0.65,0.05,125,150.0,75.0,34.59062919212336,1.0,1.0,0.0,0.5999999999999996
IS,hybrid_maker,pessimistic,0.18,0.12,0.35,0.55,0.02,81,97.2,48.6,25.016831414023695,1.0,1.0,0.0,0.6
IS,hybrid_maker,pessimistic,0.18,0.12,0.35,0.55,0.037,75,90.0,45.0,22.578304110666984,1.0,1.0,0.0,0.6
IS,hybrid_maker,pessimistic,0.18,0.12,0.35,0.55,0.05,71,85.19999999999999,42.6,21.437155312843554,1.0,1.0,0.0,0.6000000000000001
IS,hybrid_maker,pessimistic,0.18,0.12,0.35,0.65,0.02,92,110.4,55.199999999999996,30.57491342503069,1.0,1.0,0.0,0.6
IS,hybrid_maker,pessimistic,0.18,0.12,0.35,0.65,0.037,85,102.0,50.99999999999999,26.58285012544891,1.0,1.0,0.0,0.6
IS,hybrid_maker,pessimistic,0.18,0.12,0.35,0.65,0.05,80,96.0,48.00000000000001,26.214367119544605,1.0,1.0,0.0,0.5999999999999999
IS,hybrid_maker,pessimistic,0.18,0.15,0.15,0.55,0.02,209,250.79999999999998,155.525,56.47905967197579,0.9952153110047847,0.9952153110047847,0.0,0.7441387559808613
IS,hybrid_maker,pessimistic,0.18,0.15,0.15,0.55,0.037,200,240.0,148.775,55.71341925487206,0.995,0.995,0.0,0.7438750000000001
IS,hybrid_maker,pessimistic,0.18,0.15,0.15,0.55,0.05,193,231.6,143.525,54.825046780418106,0.9948186528497409,0.9948186528497409,0.0,0.7436528497409327
IS,hybrid_maker,pessimistic,0.18,0.15,0.15,0.65,0.02,212,254.4,157.775,60.09819562376747,0.9952830188679245,0.9952830188679245,0.0,0.7442216981132076
IS,hybrid_maker,pessimistic,0.18,0.15,0.15,0.65,0.037,205,245.99999999999997,152.525,59.634384932085645,0.9951219512195122,0.9951219512195122,0.0,0.7440243902439024
IS,hybrid_maker,pessimistic,0.18,0.15,0.15,0.65,0.05,199,238.8,148.025,58.86292492386472,0.9949748743718593,0.9949748743718593,0.0,0.7438442211055276
IS,hybrid_maker,pessimistic,0.18,0.15,0.25,0.55,0.02,133,159.60000000000002,99.75,34.543400251799525,1.0,1.0,0.0,0.75
IS,hybrid_maker,pessimistic,0.18,0.15,0.25,0.55,0.037,123,147.6,92.25,31.270145414473934,1.0,1.0,0.0,0.75
IS,hybrid_maker,pessimistic,0.18,0.15,0.25,0.55,0.05,119,142.79999999999998,89.25,30.7897343596122,1.0,1.0,0.0,0.75
IS,hybrid_maker,pessimistic,0.18,0.15,0.25,0.65,0.02,139,166.79999999999998,104.25,38.44094770169432,1.0,1.0,0.0,0.75
IS,hybrid_maker,pessimistic,0.18,0.15,0.25,0.65,0.037,130,156.0,97.5,35.56310652142956,1.0,1.0,0.0,0.75
IS,hybrid_maker,pessimistic,0.18,0.15,0.25,0.65,0.05,125,150.0,93.75,34.59062919212336,1.0,1.0,0.0,0.75
IS,hybrid_maker,pessimistic,0.18,0.15,0.35,0.55,0.02,81,97.2,60.75,25.01683141402369,1.0,1.0,0.0,0.75
IS,hybrid_maker,pessimistic,0.18,0.15,0.35,0.55,0.037,75,90.0,56.25,22.57830411066698,1.0,1.0,0.0,0.75
IS,hybrid_maker,pessimistic,0.18,0.15,0.35,0.55,0.05,71,85.19999999999999,53.25,21.437155312843558,1.0,1.0,0.0,0.75
IS,hybrid_maker,pessimistic,0.18,0.15,0.35,0.65,0.02,92,110.4,69.0,30.574913425030687,1.0,1.0,0.0,0.75
IS,hybrid_maker,pessimistic,0.18,0.15,0.35,0.65,0.037,85,102.0,63.75,26.58285012544891,1.0,1.0,0.0,0.75
IS,hybrid_maker,pessimistic,0.18,0.15,0.35,0.65,0.05,80,96.0,60.0,26.214367119544598,1.0,1.0,0.0,0.75
IS,hybrid_maker,pessimistic,0.18,0.18,0.15,0.55,0.02,209,250.79999999999998,170.625,44.20090294510332,0.9473684210526315,0.9473684210526315,0.0,0.8163875598086127
IS,hybrid_maker,pessimistic,0.18,0.18,0.15,0.55,0.037,200,240.0,162.525,40.28021645529731,0.945,0.945,0.0,0.8126250000000002
IS,hybrid_maker,pessimistic,0.18,0.18,0.15,0.55,0.05,193,231.6,156.225,40.251612910703535,0.9430051813471503,0.9430051813471503,0.0,0.8094559585492229
IS,hybrid_maker,pessimistic,0.18,0.18,0.15,0.65,0.02,212,254.4,173.325,45.90401967319926,0.9481132075471698,0.9481132075471698,0.0,0.8175707547169814
IS,hybrid_maker,pessimistic,0.18,0.18,0.15,0.65,0.037,205,245.99999999999997,167.02499999999998,43.17286322847766,0.9463414634146341,0.9463414634146341,0.0,0.8147560975609759
IS,hybrid_maker,pessimistic,0.18,0.18,0.15,0.65,0.05,199,238.8,161.62499999999997,43.267641732094965,0.9447236180904522,0.9447236180904522,0.0,0.8121859296482415
IS,hybrid_maker,pessimistic,0.18,0.18,0.25,0.55,0.02,133,159.60000000000002,114.69999999999999,30.822326683331497,0.9849624060150376,0.9849624060150376,-0.07500000000000284,0.862406015037594
IS,hybrid_maker,pessimistic,0.18,0.18,0.25,0.55,0.037,123,147.6,105.69999999999999,28.240805348383937,0.983739837398374,0.983739837398374,-0.07500000000000284,0.8593495934959353
IS,hybrid_maker,pessimistic,0.18,0.18,0.25,0.55,0.05,119,142.79999999999998,102.1,27.860510172995994,0.9831932773109243,0.9831932773109243,-0.07500000000000284,0.8579831932773114
IS,hybrid_maker,pessimistic,0.18,0.18,0.25,0.65,0.02,139,166.79999999999998,120.09999999999998,33.767363567151314,0.9856115107913669,0.9856115107913669,-0.07500000000000284,0.8640287769784174
IS,hybrid_maker,pessimistic,0.18,0.18,0.25,0.65,0.037,130,156.0,111.99999999999999,31.609023972603687,0.9846153846153847,0.9846153846153847,-0.07500000000000284,0.8615384615384616
IS,hybrid_maker,pessimistic,0.18,0.18,0.25,0.65,0.05,125,150.0,107.49999999999999,30.87002306070053,0.984,0.984,-0.07500000000000284,0.8600000000000004
IS,hybrid_maker,pessimistic,0.18,0.18,0.35,0.55,0.02,81,97.2,67.89999999999999,21.408880393715524,0.9753086419753086,0.9753086419753086,-1.3249999999999993,0.8382716049382718
IS,hybrid_maker,pessimistic,0.18,0.18,0.35,0.55,0.037,75,90.0,62.49999999999999,19.487213935050445,0.9733333333333334,0.9733333333333334,-1.3249999999999993,0.8333333333333335
IS,hybrid_maker,pessimistic,0.18,0.18,0.35,0.55,0.05,71,85.19999999999999,58.9,18.54432427832863,0.971830985915493,0.971830985915493,-1.3249999999999993,0.8295774647887324
IS,hybrid_maker,pessimistic,0.18,0.18,0.35,0.65,0.02,92,110.4,77.8,25.508879048654304,0.9782608695652174,0.9782608695652174,-1.3249999999999993,0.8456521739130439
IS,hybrid_maker,pessimistic,0.18,0.18,0.35,0.65,0.037,85,102.0,71.5,22.61618139299047,0.9764705882352941,0.9764705882352941,-1.3249999999999993,0.8411764705882357
IS,hybrid_maker,pessimistic,0.18,0.18,0.35,0.65,0.05,80,96.0,67.0,22.241349091115545,0.975,0.975,-1.3249999999999993,0.8375000000000001
IS,hybrid_maker,pessimistic,0.18,0.2,0.15,0.55,0.02,209,250.79999999999998,161.175,32.62719475920893,0.8660287081339713,0.861244019138756,-0.3500000000000001,0.7711722488038278
IS,hybrid_maker,pessimistic,0.18,0.2,0.15,0.55,0.037,200,240.0,155.39999999999998,29.91575759933518,0.87,0.865,-0.4000000000000057,0.7769999999999999
IS,hybrid_maker,pessimistic,0.18,0.2,0.15,0.55,0.05,193,231.6,148.39999999999998,30.257679452635557,0.8652849740932642,0.8601036269430051,-0.4000000000000057,0.7689119170984455
IS,hybrid_maker,pessimistic,0.18,0.2,0.15,0.65,0.02,212,254.4,164.175,33.306558254359736,0.8679245283018868,0.8632075471698113,-0.3500000000000001,0.7744103773584906
IS,hybrid_maker,pessimistic,0.18,0.2,0.15,0.65,0.037,205,245.99999999999997,160.39999999999998,31.19948860143365,0.8731707317073171,0.8682926829268293,-0.4000000000000057,0.7824390243902438
IS,hybrid_maker,pessimistic,0.18,0.2,0.15,0.65,0.05,199,238.8,154.39999999999998,31.545621557382585,0.8693467336683417,0.864321608040201,-0.4000000000000057,0.7758793969849245
IS,hybrid_maker,pessimistic,0.18,0.2,0.25,0.55,0.02,133,159.60000000000002,111.65,25.88150848588647,0.924812030075188,0.9172932330827067,-1.05,0.8394736842105264
IS,hybrid_maker,pessimistic,0.18,0.2,0.25,0.55,0.037,123,147.6,103.55,23.57155398761748,0.926829268292683,0.9186991869918699,-1.05,0.841869918699187
IS,hybrid_maker,pessimistic,0.18,0.2,0.25,0.55,0.05,119,142.79999999999998,99.55,23.377338831388375,0.9243697478991597,0.9159663865546218,-1.05,0.8365546218487395
IS,hybrid_maker,pessimistic,0.18,0.2,0.25,0.65,0.02,139,166.79999999999998,117.65,27.80943336651539,0.9280575539568345,0.920863309352518,-1.0499999999999998,0.8464028776978417
IS,hybrid_maker,pessimistic,0.18,0.2,0.25,0.65,0.037,130,156.0,110.55,25.848450320420998,0.9307692307692308,0.9230769230769231,-1.0499999999999998,0.8503846153846155
IS,hybrid_maker,pessimistic,0.18,0.2,0.25,0.65,0.05,125,150.0,105.55,25.450221144140688,0.928,0.92,-1.0499999999999998,0.8443999999999999
IS,hybrid_maker,pessimistic,0.18,0.2,0.35,0.55,0.02,81,97.2,67.375,18.44449939381516,0.9259259259259259,0.9135802469135802,-1.3249999999999993,0.8317901234567902
IS,hybrid_maker,pessimistic,0.18,0.2,0.35,0.55,0.037,75,90.0,61.375,16.267684452287764,0.92,0.9066666666666666,-1.3249999999999993,0.8183333333333334
IS,hybrid_maker,pessimistic,0.18,0.2,0.35,0.55,0.05,71,85.19999999999999,57.375,15.4852828929614,0.9154929577464789,0.9014084507042254,-1.3249999999999993,0.8080985915492959
IS,hybrid_maker,pessimistic,0.18,0.2,0.35,0.65,0.02,92,110.4,78.375,21.63133435616878,0.9347826086956522,0.9239130434782609,-1.3249999999999993,0.8519021739130435
IS,hybrid_maker,pessimistic,0.18,0.2,0.35,0.65,0.037,85,102.0,71.375,18.726102543614207,0.9294117647058824,0.9176470588235294,-1.3249999999999993,0.8397058823529412
IS,hybrid_maker,pessimistic,0.18,0.2,0.35,0.65,0.05,80,96.0,66.375,18.36330958599705,0.925,0.9125,-1.3249999999999993,0.8296875
IS,hybrid_maker,pessimistic,0.18,0.22,0.15,0.55,0.02,209,250.79999999999998,163.375,29.9366650733463,0.8133971291866029,0.8038277511961722,-0.3500000000000001,0.7816985645933014
IS,hybrid_maker,pessimistic,0.18,0.22,0.15,0.55,0.037,200,240.0,159.425,27.649117756477885,0.82,0.81,-0.3500000000000001,0.7971249999999999
IS,hybrid_maker,pessimistic,0.18,0.22,0.15,0.55,0.05,193,231.6,151.725,28.18219502335885,0.8134715025906736,0.8031088082901554,-0.3500000000000001,0.7861398963730569
IS,hybrid_maker,pessimistic,0.18,0.22,0.15,0.65,0.02,212,254.4,166.675,30.416852109595354,0.8160377358490566,0.8066037735849056,-0.34999999999999964,0.786202830188679
IS,hybrid_maker,pessimistic,0.18,0.22,0.15,0.65,0.037,205,245.99999999999997,161.35000000000002,26.705064519720523,0.8195121951219512,0.8097560975609757,-0.8499999999999943,0.7870731707317071
IS,hybrid_maker,pessimistic,0.18,0.22,0.15,0.65,0.05,199,238.8,154.75000000000003,27.060285058092916,0.8140703517587939,0.8040201005025126,-0.8499999999999943,0.7776381909547736
IS,hybrid_maker,pessimistic,0.18,0.22,0.25,0.55,0.02,133,159.60000000000002,117.85000000000001,25.299005402898803,0.8947368421052632,0.8796992481203008,-1.5,0.8860902255639097
IS,hybrid_maker,pessimistic,0.18,0.22,0.25,0.55,0.037,123,147.6,111.37500000000001,22.779336440331537,0.9024390243902439,0.8861788617886179,-1.5,0.9054878048780485
IS,hybrid_maker,pessimistic,0.18,0.22,0.25,0.55,0.05,119,142.79999999999998,106.97500000000002,22.599578060994546,0.8991596638655462,0.8823529411764706,-1.5,0.8989495798319322
IS,hybrid_maker,pessimistic,0.18,0.22,0.25,0.65,0.02,139,166.79999999999998,124.45000000000002,27.090436640478686,0.8992805755395683,0.8848920863309353,-1.5,0.8953237410071941
IS,hybrid_maker,pessimistic,0.18,0.22,0.25,0.65,0.037,130,156.0,115.50000000000001,22.808513272903337,0.9,0.8846153846153846,-1.5,0.8884615384615384
IS,hybrid_maker,pessimistic,0.18,0.22,0.25,0.65,0.05,125,150.0,110.00000000000001,22.42997373750216,0.896,0.88,-1.5,0.8799999999999996
IS,hybrid_maker,pessimistic,0.18,0.22,0.35,0.55,0.02,81,97.2,69.8,17.96328611831361,0.9012345679012346,0.8888888888888888,-1.3249999999999993,0.8617283950617282
IS,hybrid_maker,pessimistic,0.18,0.22,0.35,0.55,0.037,75,90.0,65.72500000000001,16.109537537602524,0.9066666666666666,0.8933333333333333,-1.3249999999999993,0.8763333333333333
IS,hybrid_maker,pessimistic,0.18,0.22,0.35,0.55,0.05,71,85.19999999999999,61.325,15.34598487714465,0.9014084507042254,0.8873239436619719,-1.3249999999999993,0.8637323943661972
IS,hybrid_maker,pessimistic,0.18,0.22,0.35,0.65,0.02,92,110.4,81.89999999999999,20.965309696416803,0.9130434782608695,0.9021739130434783,-1.3249999999999993,0.8902173913043476
IS,hybrid_maker,pessimistic,0.18,0.22,0.35,0.65,0.037,85,102.0,73.14999999999999,16.901227704598092,0.9058823529411765,0.8941176470588236,-1.375,0.8605882352941174
IS,hybrid_maker,pessimistic,0.18,0.22,0.35,0.65,0.05,80,96.0,67.64999999999999,16.54260805994258,0.9,0.8875,-1.375,0.8456249999999998
