min_entry,max_entry,exit_threshold,n_trades,proj_60d,total_pnl,sharpe,win_rate,exit_rate,max_dd,mean_pnl_per_trade
0.15,0.6,0.1,118,141.6,2.575000000000002,0.4913023057173668,0.788135593220339,0.7627118644067796,-11.824999999999998,0.0218220338983051
0.15,0.6,0.12,118,141.6,0.9000000000000008,0.16906255926436492,0.7457627118644068,0.711864406779661,-11.625,0.007627118644067807
0.15,0.6,0.15,118,141.6,4.1000000000000005,0.5919732601093725,0.6949152542372882,0.635593220338983,-13.825,0.034745762711864414
0.15,0.6,0.18,118,141.6,11.174999999999992,1.5358760709769743,0.6779661016949152,0.6101694915254238,-11.825000000000001,0.09470338983050844
0.15,0.6,0.2,118,141.6,5.025000000000002,0.6741046532150009,0.635593220338983,0.559322033898305,-15.774999999999999,0.04258474576271188
0.15,0.6,0.22,118,141.6,-9.724999999999993,-1.2896266294359948,0.5677966101694916,0.4745762711864407,-33.125,-0.08241525423728809
0.15,0.6,0.25,118,141.6,-10.825000000000005,-1.3367191502679772,0.5254237288135594,0.3983050847457627,-33.475,-0.09173728813559319
0.15,0.6,0.3,118,141.6,-8.375000000000002,-0.9822495987597367,0.4745762711864407,0.288135593220339,-36.45,-0.07097457627118645
0.15,0.65,0.1,118,141.6,2.575000000000002,0.4913023057173668,0.788135593220339,0.7627118644067796,-11.824999999999998,0.0218220338983051
0.15,0.65,0.12,118,141.6,0.9000000000000008,0.16906255926436492,0.7457627118644068,0.711864406779661,-11.625,0.007627118644067807
0.15,0.65,0.15,118,141.6,4.1000000000000005,0.5919732601093725,0.6949152542372882,0.635593220338983,-13.825,0.034745762711864414
0.15,0.65,0.18,118,141.6,11.174999999999992,1.5358760709769743,0.6779661016949152,0.6101694915254238,-11.825000000000001,0.09470338983050844
0.15,0.65,0.2,118,141.6,5.025000000000002,0.6741046532150009,0.635593220338983,0.559322033898305,-15.774999999999999,0.04258474576271188
0.15,0.65,0.22,118,141.6,-9.724999999999993,-1.2896266294359948,0.5677966101694916,0.4745762711864407,-33.125,-0.08241525423728809
0.15,0.65,0.25,118,141.6,-10.825000000000005,-1.3367191502679772,0.5254237288135594,0.3983050847457627,-33.475,-0.09173728813559319
0.15,0.65,0.3,118,141.6,-8.375000000000002,-0.9822495987597367,0.4745762711864407,0.288135593220339,-36.45,-0.07097457627118645
0.15,0.7,0.1,118,141.6,2.575000000000002,0.4913023057173668,0.788135593220339,0.7627118644067796,-11.824999999999998,0.0218220338983051
0.15,0.7,0.12,118,141.6,0.9000000000000008,0.16906255926436492,0.7457627118644068,0.711864406779661,-11.625,0.007627118644067807
0.15,0.7,0.15,118,141.6,4.1000000000000005,0.5919732601093725,0.6949152542372882,0.635593220338983,-13.825,0.034745762711864414
0.15,0.7,0.18,118,141.6,11.174999999999992,1.5358760709769743,0.6779661016949152,0.6101694915254238,-11.825000000000001,0.09470338983050844
