date,hrrr_tmax,peak_cloud_cover,peak_solar_flux,peak_wind_speed,soil_moisture,snow_depth,n_hours_fetched,n_peak_hours,grid_lat,grid_lon
2025-07-01,68.10512817382816,75.6,601.3200012207031,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-02,70.06201293945317,40.8,693.3200012207031,,,0.0,17,5,33.94554697556787,-118.40164890245538
2025-07-03,74.88643920898441,37.0,748.6600036621094,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-04,72.54398925781254,17.4,800.9599975585937,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-05,75.89877441406254,45.0,687.2399963378906,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-06,72.34733398437504,18.0,802.1400024414063,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-07,72.10327270507817,28.8,763.5,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-08,71.22370727539067,14.2,807.3199951171875,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-09,77.08815429687505,3.8,840.5199951171875,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-10,76.49351928710942,11.2,839.4400024414062,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-11,73.74166381835941,42.6,688.5799987792968,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-12,73.01848876953129,23.4,758.6199951171875,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-13,68.69492919921879,98.4,565.0200012207031,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-14,70.85127075195317,67.2,648.8799987792969,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-15,71.77478149414067,55.2,613.7599975585938,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-16,76.18639648437504,38.4,667.0400085449219,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-17,72.51844604492192,14.4,796.5599914550781,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-18,72.15007446289067,72.4,512.1600036621094,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-19,74.73883789062504,40.6,697.2999969482422,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-20,75.94541137695316,30.5,746.9,,,0.0,18,4,33.94554697556787,-118.40164890245538
2025-07-21,71.75852172851566,61.6,452.75999755859374,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-22,71.93836791992192,73.0,521.5400024414063,,,0.0,16,5,33.94554697556787,-118.40164890245538
2025-07-23,70.73053100585942,36.2,668.3599914550781,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-24,73.9811108398438,32.6,854.5800048828125,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-25,73.75512207031254,13.6,795.1999938964843,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-26,70.88648193359379,77.6,798.0400085449219,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-27,71.91178100585941,20.2,792.5799987792968,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-28,72.71389282226566,32.6,738.8400085449218,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-29,75.27178466796879,23.4,757.3,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-30,79.47240722656254,15.8,779.0199951171875,,,0.0,18,5,33.94554697556787,-118.40164890245538
2025-07-31,77.6303295898438,29.2,725.0799926757812,,,0.0,18,5,33.94554697556787,-118.40164890245538
