date,hrrr_tmax,peak_cloud_cover,peak_solar_flux,peak_wind_speed,soil_moisture,snow_depth,n_hours_fetched,n_peak_hours,grid_lat,grid_lon
2025-07-01,88.53365600585941,97.4,567.8,,,0.0,17,5,33.62671858217277,-84.41810670968249
2025-07-02,90.50866821289067,21.0,753.2,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-03,92.92796752929692,41.0,845.8,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-04,92.88770263671879,15.8,835.6,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-05,93.29188964843755,27.0,844.4,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-06,93.94843261718754,30.2,886.2,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-07,95.95327270507816,41.6,694.8,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-08,96.76115234375004,60.6,689.8,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-09,96.06038940429691,29.6,740.6,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-10,87.08236206054691,98.0,347.0,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-11,92.88693359375004,40.2,687.6,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-12,92.37755249023442,64.0,576.8,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-13,94.03522460937504,69.6,533.5549560546875,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-14,96.05127075195317,7.8,865.2,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-15,96.81306274414067,22.8,801.017041015625,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-16,92.2575268554688,23.6,769.8,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-17,93.0968823242188,40.2,675.4,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-18,93.19850585937505,56.8,571.8,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-19,90.60205200195317,83.4,411.4,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-20,91.56335571289067,80.5,448.2,,,0.0,18,4,33.62671858217277,-84.41810670968249
2025-07-21,89.75852172851566,98.2,358.2,,,0.0,17,5,33.62671858217277,-84.41810670968249
2025-07-22,96.95110595703129,14.2,837.4,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-23,88.78744018554691,54.2,572.0,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-24,91.22019775390629,26.2,688.8,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-25,93.52567871093754,46.2,612.0,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-26,94.7364819335938,22.2,781.6,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-27,97.15869262695317,15.8,826.6,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-28,95.67965820312504,28.8,695.2,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-29,99.80518920898442,11.0,858.8,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-30,92.54569824218754,63.2,542.8,,,0.0,18,5,33.62671858217277,-84.41810670968249
2025-07-31,93.23256347656255,62.8,537.8,,,0.0,18,5,33.62671858217277,-84.41810670968249
