date,temp_early_morning
2021-10-06,67.0
2021-10-07,67.0
2021-10-08,66.0
2021-10-09,67.0
2021-10-10,68.0
2021-10-11,66.0
2021-10-12,65.0
2021-10-13,68.0
2021-10-14,67.0
2021-10-15,77.0
2021-10-16,77.0
2021-10-17,67.0
2021-10-18,63.0
2021-10-19,61.0
2021-10-20,64.0
2021-10-21,65.0
2021-10-22,60.0
2021-10-23,64.0
2021-10-24,65.0
2021-10-25,61.0
2021-10-26,63.0
2021-10-27,69.0
2021-10-28,79.0
2021-10-29,75.0
2021-10-30,62.0
2021-10-31,63.0
2021-11-01,62.0
2021-11-02,60.0
2021-11-03,62.0
2021-11-04,62.0
2021-11-05,60.0
2021-11-06,59.0
2021-11-07,60.0
2021-11-08,63.0
2021-11-09,63.0
2021-11-10,67.0
2021-11-11,82.0
2021-11-12,85.0
2021-11-13,84.0
2021-11-14,81.0
2021-11-15,74.0
2021-11-16,61.0
2021-11-17,61.0
2021-11-18,61.0
2021-11-19,61.0
2021-11-20,60.0
2021-11-21,78.0
2021-11-22,78.0
2021-11-23,68.0
2021-11-24,64.0
2021-11-25,72.0
2021-11-26,71.0
2021-11-27,71.0
2021-11-28,68.0
2021-11-29,67.0
2021-11-30,54.0
2021-12-01,55.0
2021-12-02,59.0
2021-12-03,59.0
2021-12-04,59.0
2021-12-05,58.0
2021-12-06,59.0
2021-12-07,60.0
2021-12-08,62.0
2021-12-09,58.0
2021-12-10,59.0
2021-12-11,61.0
2021-12-12,58.0
2021-12-13,55.0
2021-12-14,59.0
2021-12-15,52.0
2021-12-16,53.0
2021-12-17,59.0
2021-12-18,62.0
2021-12-19,59.0
2021-12-20,56.0
2021-12-21,61.0
2021-12-22,62.0
2021-12-23,54.0
2021-12-24,59.0
2021-12-25,54.0
2021-12-26,55.0
2021-12-27,53.0
2021-12-28,52.0
2021-12-29,50.0
2021-12-30,54.0
2021-12-31,57.0
2022-01-01,57.0
2022-01-02,56.0
2022-01-03,57.0
2022-01-04,53.0
2022-01-05,58.0
2022-01-06,59.0
2022-01-07,54.0
2022-01-08,59.0
2022-01-09,63.0
2022-01-10,64.0
2022-01-11,67.0
2022-01-12,67.0
2022-01-13,61.0
2022-01-14,65.0
2022-01-15,60.0
2022-01-16,68.0
2022-01-17,61.0
2022-01-18,60.0
2022-01-19,60.0
2022-01-20,64.0
2022-01-21,59.0
2022-01-22,68.0
2022-01-23,68.0
2022-01-24,62.0
2022-01-25,57.0
2022-01-26,61.0
2022-01-27,63.0
2022-01-28,65.0
2022-01-29,62.0
2022-01-30,61.0
2022-01-31,56.0
2022-02-01,58.0
2022-02-02,60.0
2022-02-03,60.0
2022-02-04,60.0
2022-02-05,63.0
2022-02-06,63.0
2022-02-07,72.0
2022-02-08,72.0
2022-02-09,75.0
2022-02-10,78.0
2022-02-11,74.0
2022-02-12,80.0
2022-02-13,78.0
2022-02-14,69.0
2022-02-15,57.0
2022-02-16,58.0
2022-02-17,65.0
2022-02-18,67.0
2022-02-19,68.0
2022-02-20,59.0
2022-02-21,58.0
2022-02-22,57.0
2022-02-23,52.0
2022-02-24,54.0
2022-02-25,57.0
2022-02-26,64.0
2022-02-27,68.0
2022-02-28,75.0
2022-03-01,77.0
2022-03-02,72.0
2022-03-03,61.0
2022-03-04,59.0
2022-03-05,57.0
2022-03-06,56.0
2022-03-07,61.0
2022-03-08,66.0
2022-03-09,62.0
2022-03-10,63.0
2022-03-11,68.0
2022-03-12,71.0
2022-03-13,61.0
2022-03-14,61.0
2022-03-15,64.0
2022-03-16,62.0
2022-03-17,68.0
2022-03-18,66.0
2022-03-19,60.0
2022-03-20,63.0
2022-03-21,63.0
2022-03-22,69.0
2022-03-23,78.0
2022-03-24,60.0
2022-03-25,59.0
2022-03-26,58.0
2022-03-27,62.0
2022-03-28,57.0
2022-03-29,59.0
2022-03-30,62.0
2022-03-31,60.0
2022-04-01,60.0
2022-04-02,59.0
2022-04-03,61.0
2022-04-04,60.0
2022-04-05,66.0
2022-04-06,73.0
2022-04-07,83.0
2022-04-08,89.0
2022-04-09,74.0
2022-04-10,64.0
2022-04-11,63.0
2022-04-12,59.0
2022-04-13,64.0
2022-04-14,63.0
2022-04-15,63.0
2022-04-16,62.0
2022-04-17,60.0
2022-04-18,65.0
2022-04-19,64.0
2022-04-20,65.0
2022-04-21,63.0
2022-04-22,60.0
2022-04-23,63.0
2022-04-24,76.0
2022-04-25,81.0
2022-04-26,68.0
2022-04-27,67.0
2022-04-28,63.0
2022-04-29,64.0
2022-04-30,65.0
2022-05-01,66.0
2022-05-02,63.0
2022-05-03,65.0
2022-05-04,66.0
2022-05-05,64.0
2022-05-06,67.0
2022-05-07,68.0
2022-05-08,62.0
2022-05-09,65.0
2022-05-10,63.0
2022-05-11,63.0
2022-05-12,71.0
2022-05-13,70.0
2022-05-14,79.0
2022-05-15,71.0
2022-05-16,65.0
2022-05-17,62.0
2022-05-18,64.0
2022-05-19,62.0
2022-05-20,63.0
2022-05-21,64.0
2022-05-22,63.0
2022-05-23,61.0
2022-05-24,65.0
2022-05-25,67.0
2022-05-26,67.0
2022-05-27,64.0
2022-05-28,64.0
2022-05-29,67.0
2022-05-30,67.0
2022-05-31,69.0
2022-06-01,72.0
2022-06-02,70.0
2022-06-03,63.0
2022-06-04,65.0
2022-06-05,68.0
2022-06-06,71.0
2022-06-07,67.0
2022-06-08,67.0
2022-06-09,69.0
2022-06-10,66.0
2022-06-11,69.0
2022-06-12,71.0
2022-06-13,71.0
2022-06-14,70.0
2022-06-15,70.0
2022-06-16,69.0
2022-06-17,67.0
2022-06-18,67.0
2022-06-19,69.0
2022-06-20,77.0
2022-06-21,76.0
2022-06-22,68.0
2022-06-23,67.0
2022-06-24,68.0
2022-06-25,68.0
2022-06-26,68.0
2022-06-27,68.0
2022-06-28,71.0
2022-06-29,77.0
2022-06-30,74.0
2022-07-01,71.0
2022-07-02,70.0
2022-07-03,73.0
2022-07-04,69.0
2022-07-05,70.0
2022-07-06,69.0
2022-07-07,72.0
2022-07-08,69.0
2022-07-09,70.0
2022-07-10,71.0
2022-07-11,67.0
2022-07-12,66.0
2022-07-13,65.0
2022-07-14,68.0
2022-07-15,67.0
2022-07-16,67.0
2022-07-17,70.0
2022-07-18,77.0
2022-07-19,68.0
2022-07-20,74.0
2022-07-21,72.0
2022-07-22,
2022-07-23,70.0
2022-07-24,69.0
2022-07-25,70.0
2022-07-26,68.0
2022-07-27,68.0
2022-07-28,69.0
2022-07-29,75.0
2022-07-30,72.0
2022-07-31,77.0
2022-08-01,72.0
2022-08-02,71.0
2022-08-03,72.0
2022-08-04,76.0
2022-08-05,74.0
2022-08-06,74.0
2022-08-07,78.0
2022-08-08,79.0
2022-08-09,78.0
2022-08-10,80.0
2022-08-11,74.0
2022-08-12,75.0
2022-08-13,76.0
2022-08-14,78.0
2022-08-15,74.0
2022-08-16,73.0
2022-08-17,70.0
2022-08-18,65.0
2022-08-19,70.0
2022-08-20,73.0
2022-08-21,72.0
2022-08-22,67.0
2022-08-23,71.0
2022-08-24,75.0
2022-08-25,77.0
2022-08-26,71.0
2022-08-27,74.0
2022-08-28,73.0
2022-08-29,72.0
2022-08-30,74.0
2022-08-31,80.0
2022-09-01,85.0
2022-09-02,87.0
2022-09-03,88.0
2022-09-04,98.0
2022-09-05,85.0
2022-09-06,83.0
2022-09-07,81.0
2022-09-08,81.0
2022-09-09,91.0
2022-09-10,77.0
2022-09-11,82.0
2022-09-12,80.0
2022-09-13,77.0
2022-09-14,74.0
2022-09-15,73.0
2022-09-16,72.0
2022-09-17,71.0
2022-09-18,70.0
2022-09-19,73.0
2022-09-20,74.0
2022-09-21,72.0
2022-09-22,75.0
2022-09-23,76.0
2022-09-24,78.0
2022-09-25,75.0
2022-09-26,75.0
2022-09-27,77.0
2022-09-28,76.0
2022-09-29,70.0
2022-09-30,71.0
2022-10-01,68.0
2022-10-02,69.0
2022-10-03,70.0
2022-10-04,74.0
2022-10-05,71.0
2022-10-06,70.0
2022-10-07,73.0
2022-10-08,72.0
2022-10-09,68.0
2022-10-10,68.0
2022-10-11,69.0
2022-10-12,69.0
2022-10-13,67.0
2022-10-14,67.0
2022-10-15,64.0
2022-10-16,69.0
2022-10-17,70.0
2022-10-18,75.0
2022-10-19,84.0
2022-10-20,79.0
2022-10-21,70.0
2022-10-22,66.0
2022-10-23,66.0
2022-10-24,68.0
2022-10-25,67.0
2022-10-26,67.0
2022-10-27,66.0
2022-10-28,67.0
2022-10-29,66.0
2022-10-30,67.0
2022-10-31,67.0
2022-11-01,68.0
2022-11-02,62.0
2022-11-03,58.0
2022-11-04,62.0
2022-11-05,61.0
2022-11-06,65.0
2022-11-07,64.0
2022-11-08,63.0
2022-11-09,57.0
2022-11-10,61.0
2022-11-11,66.0
2022-11-12,63.0
2022-11-13,63.0
2022-11-14,64.0
2022-11-15,67.0
2022-11-16,69.0
2022-11-17,69.0
2022-11-18,62.0
2022-11-19,69.0
2022-11-20,71.0
2022-11-21,70.0
2022-11-22,69.0
2022-11-23,63.0
2022-11-24,67.0
2022-11-25,71.0
2022-11-26,64.0
2022-11-27,64.0
2022-11-28,61.0
2022-11-29,62.0
2022-11-30,59.0
2022-12-01,58.0
2022-12-02,55.0
2022-12-03,64.0
2022-12-04,62.0
2022-12-05,59.0
2022-12-06,59.0
2022-12-07,58.0
2022-12-08,57.0
2022-12-09,56.0
2022-12-10,59.0
2022-12-11,56.0
2022-12-12,49.0
2022-12-13,53.0
2022-12-14,55.0
2022-12-15,59.0
2022-12-16,61.0
2022-12-17,59.0
2022-12-18,58.0
2022-12-19,57.0
2022-12-20,62.0
2022-12-21,60.0
2022-12-22,61.0
2022-12-23,59.0
2022-12-24,66.0
2022-12-25,73.0
2022-12-26,71.0
2022-12-27,62.0
2022-12-28,57.0
2022-12-29,58.0
2022-12-30,57.0
2022-12-31,58.0
2023-01-01,58.0
2023-01-02,54.0
2023-01-03,54.0
2023-01-04,59.0
2023-01-05,59.0
2023-01-06,56.0
2023-01-07,59.0
2023-01-08,57.0
2023-01-09,53.0
2023-01-10,60.0
2023-01-11,54.0
2023-01-12,64.0
2023-01-13,60.0
2023-01-14,54.0
2023-01-15,58.0
2023-01-16,57.0
2023-01-17,55.0
2023-01-18,55.0
2023-01-19,53.0
2023-01-20,55.0
2023-01-21,57.0
2023-01-22,53.0
2023-01-23,59.0
2023-01-24,58.0
2023-01-25,59.0
2023-01-26,63.0
2023-01-27,61.0
2023-01-28,58.0
2023-01-29,57.0
2023-01-30,54.0
2023-01-31,57.0
2023-02-01,60.0
2023-02-02,58.0
2023-02-03,63.0
2023-02-04,61.0
2023-02-05,59.0
2023-02-06,61.0
2023-02-07,64.0
2023-02-08,66.0
2023-02-09,69.0
2023-02-10,69.0
2023-02-11,56.0
2023-02-12,57.0
2023-02-13,57.0
2023-02-14,54.0
2023-02-15,56.0
2023-02-16,59.0
2023-02-17,59.0
2023-02-18,61.0
2023-02-19,59.0
2023-02-20,65.0
2023-02-21,61.0
2023-02-22,54.0
2023-02-23,50.0
2023-02-24,52.0
2023-02-25,49.0
2023-02-26,51.0
2023-02-27,53.0
2023-02-28,54.0
2023-03-01,54.0
2023-03-02,55.0
2023-03-03,56.0
2023-03-04,57.0
2023-03-05,53.0
2023-03-06,57.0
2023-03-07,57.0
2023-03-08,55.0
2023-03-09,61.0
2023-03-10,53.0
2023-03-11,59.0
2023-03-12,57.0
2023-03-13,56.0
2023-03-14,58.0
2023-03-15,58.0
2023-03-16,56.0
2023-03-17,57.0
2023-03-18,66.0
2023-03-19,59.0
2023-03-20,57.0
2023-03-21,56.0
2023-03-22,52.0
2023-03-23,55.0
2023-03-24,60.0
2023-03-25,57.0
2023-03-26,59.0
2023-03-27,61.0
2023-03-28,64.0
2023-03-29,52.0
2023-03-30,54.0
2023-03-31,57.0
2023-04-01,62.0
2023-04-02,59.0
2023-04-03,55.0
2023-04-04,57.0
2023-04-05,60.0
2023-04-06,65.0
2023-04-07,64.0
2023-04-08,59.0
2023-04-09,57.0
2023-04-10,56.0
2023-04-11,57.0
2023-04-12,58.0
2023-04-13,56.0
2023-04-14,57.0
2023-04-15,62.0
2023-04-16,56.0
2023-04-17,60.0
2023-04-18,59.0
2023-04-19,62.0
2023-04-20,71.0
2023-04-21,80.0
2023-04-22,74.0
2023-04-23,66.0
2023-04-24,62.0
2023-04-25,62.0
2023-04-26,62.0
2023-04-27,60.0
2023-04-28,58.0
2023-04-29,61.0
2023-04-30,57.0
2023-05-01,58.0
2023-05-02,57.0
2023-05-03,62.0
2023-05-04,58.0
2023-05-05,60.0
2023-05-06,63.0
2023-05-07,61.0
2023-05-08,65.0
2023-05-09,60.0
2023-05-10,62.0
2023-05-11,64.0
2023-05-12,62.0
2023-05-13,62.0
2023-05-14,62.0
2023-05-15,61.0
2023-05-16,60.0
2023-05-17,60.0
2023-05-18,62.0
2023-05-19,61.0
2023-05-20,63.0
2023-05-21,62.0
2023-05-22,61.0
2023-05-23,60.0
2023-05-24,60.0
2023-05-25,62.0
2023-05-26,64.0
2023-05-27,63.0
2023-05-28,61.0
2023-05-29,61.0
2023-05-30,63.0
2023-05-31,64.0
2023-06-01,61.0
2023-06-02,66.0
2023-06-03,65.0
2023-06-04,60.0
2023-06-05,60.0
2023-06-06,63.0
2023-06-07,63.0
2023-06-08,65.0
2023-06-09,63.0
2023-06-10,62.0
2023-06-11,67.0
2023-06-12,67.0
2023-06-13,66.0
2023-06-14,63.0
2023-06-15,65.0
2023-06-16,64.0
2023-06-17,68.0
2023-06-18,62.0
2023-06-19,62.0
2023-06-20,69.0
2023-06-21,70.0
2023-06-22,64.0
2023-06-23,66.0
2023-06-24,67.0
2023-06-25,65.0
2023-06-26,66.0
2023-06-27,66.0
2023-06-28,64.0
2023-06-29,69.0
2023-06-30,63.0
2023-07-01,68.0
2023-07-02,62.0
2023-07-03,61.0
2023-07-04,65.0
2023-07-05,67.0
2023-07-06,65.0
2023-07-07,68.0
2023-07-08,69.0
2023-07-09,69.0
2023-07-10,71.0
2023-07-11,66.0
2023-07-12,71.0
2023-07-13,73.0
2023-07-14,76.0
2023-07-15,69.0
2023-07-16,73.0
2023-07-17,69.0
2023-07-18,71.0
2023-07-19,73.0
2023-07-20,73.0
2023-07-21,70.0
2023-07-22,70.0
2023-07-23,70.0
2023-07-24,70.0
2023-07-25,70.0
2023-07-26,77.0
2023-07-27,75.0
2023-07-28,78.0
2023-07-29,77.0
2023-07-30,76.0
2023-07-31,81.0
2023-08-01,76.0
2023-08-02,74.0
2023-08-03,73.0
2023-08-04,72.0
2023-08-05,74.0
2023-08-06,74.0
2023-08-07,74.0
2023-08-08,75.0
2023-08-09,73.0
2023-08-10,71.0
2023-08-11,69.0
2023-08-12,71.0
2023-08-13,73.0
2023-08-14,70.0
2023-08-15,67.0
2023-08-16,66.0
2023-08-17,68.0
2023-08-18,70.0
2023-08-19,71.0
2023-08-20,73.0
2023-08-21,69.0
2023-08-22,73.0
2023-08-23,73.0
2023-08-24,66.0
2023-08-25,68.0
2023-08-26,68.0
2023-08-27,73.0
2023-08-28,75.0
2023-08-29,77.0
2023-08-30,83.0
2023-08-31,75.0
2023-09-01,75.0
2023-09-02,70.0
2023-09-03,72.0
2023-09-04,71.0
2023-09-05,68.0
2023-09-06,70.0
2023-09-07,70.0
2023-09-08,75.0
2023-09-09,79.0
2023-09-10,79.0
2023-09-11,73.0
2023-09-12,74.0
2023-09-13,70.0
2023-09-14,69.0
2023-09-15,68.0
2023-09-16,65.0
2023-09-17,66.0
2023-09-18,69.0
2023-09-19,70.0
2023-09-20,69.0
2023-09-21,68.0
2023-09-22,67.0
2023-09-23,67.0
2023-09-24,69.0
2023-09-25,66.0
2023-09-26,70.0
2023-09-27,70.0
2023-09-28,68.0
2023-09-29,68.0
2023-09-30,67.0
2023-10-01,65.0
2023-10-02,65.0
2023-10-03,72.0
2023-10-04,74.0
2023-10-05,82.0
2023-10-06,81.0
2023-10-07,70.0
2023-10-08,64.0
2023-10-09,67.0
2023-10-10,68.0
2023-10-11,69.0
2023-10-12,69.0
2023-10-13,69.0
2023-10-14,66.0
2023-10-15,77.0
2023-10-16,72.0
2023-10-17,67.0
2023-10-18,67.0
2023-10-19,64.0
2023-10-20,70.0
2023-10-21,72.0
2023-10-22,67.0
2023-10-23,67.0
2023-10-24,67.0
2023-10-25,66.0
2023-10-26,67.0
2023-10-27,67.0
2023-10-28,65.0
2023-10-29,67.0
2023-10-30,70.0
2023-10-31,71.0
2023-11-01,76.0
2023-11-02,74.0
2023-11-03,70.0
2023-11-04,64.0
2023-11-05,68.0
2023-11-06,69.0
2023-11-07,68.0
2023-11-08,69.0
2023-11-09,74.0
2023-11-10,68.0
2023-11-11,72.0
2023-11-12,76.0
2023-11-13,70.0
2023-11-14,72.0
2023-11-15,66.0
2023-11-16,66.0
2023-11-17,70.0
2023-11-18,66.0
2023-11-19,68.0
2023-11-20,68.0
2023-11-21,74.0
2023-11-22,74.0
2023-11-23,67.0
2023-11-24,65.0
2023-11-25,64.0
2023-11-26,64.0
2023-11-27,66.0
2023-11-28,67.0
2023-11-29,62.0
2023-11-30,59.0
2023-12-01,63.0
2023-12-02,62.0
2023-12-03,61.0
2023-12-04,65.0
2023-12-05,76.0
2023-12-06,68.0
2023-12-07,62.0
2023-12-08,62.0
2023-12-09,66.0
2023-12-10,69.0
2023-12-11,64.0
2023-12-12,60.0
2023-12-13,61.0
2023-12-14,67.0
2023-12-15,69.0
2023-12-16,71.0
2023-12-17,72.0
2023-12-18,64.0
2023-12-19,63.0
2023-12-20,61.0
2023-12-21,61.0
2023-12-22,62.0
2023-12-23,61.0
2023-12-24,62.0
2023-12-25,59.0
2023-12-26,61.0
2023-12-27,60.0
2023-12-28,59.0
2023-12-29,58.0
2023-12-30,58.0
2023-12-31,56.0
2024-01-01,60.0
2024-01-02,59.0
2024-01-03,58.0
2024-01-04,57.0
2024-01-05,57.0
2024-01-06,56.0
2024-01-07,54.0
2024-01-08,55.0
2024-01-09,55.0
2024-01-10,56.0
2024-01-11,56.0
2024-01-12,55.0
2024-01-13,55.0
2024-01-14,55.0
2024-01-15,58.0
2024-01-16,58.0
2024-01-17,57.0
2024-01-18,61.0
2024-01-19,59.0
2024-01-20,57.0
2024-01-21,59.0
2024-01-22,57.0
2024-01-23,59.0
2024-01-24,58.0
2024-01-25,59.0
2024-01-26,61.0
2024-01-27,68.0
2024-01-28,73.0
2024-01-29,70.0
2024-01-30,66.0
2024-01-31,56.0
2024-02-01,51.0
2024-02-02,57.0
2024-02-03,55.0
2024-02-04,56.0
2024-02-05,56.0
2024-02-06,53.0
2024-02-07,54.0
2024-02-08,53.0
2024-02-09,55.0
2024-02-10,59.0
2024-02-11,59.0
2024-02-12,58.0
2024-02-13,59.0
2024-02-14,58.0
2024-02-15,58.0
2024-02-16,60.0
2024-02-17,57.0
2024-02-18,59.0
2024-02-19,57.0
2024-02-20,57.0
2024-02-21,60.0
2024-02-22,60.0
2024-02-23,69.0
2024-02-24,62.0
2024-02-25,60.0
2024-02-26,58.0
2024-02-27,60.0
2024-02-28,62.0
2024-02-29,60.0
2024-03-01,58.0
2024-03-02,59.0
2024-03-03,57.0
2024-03-04,59.0
2024-03-05,60.0
2024-03-06,59.0
2024-03-07,59.0
2024-03-08,60.0
2024-03-09,62.0
2024-03-10,61.0
2024-03-11,58.0
2024-03-12,59.0
2024-03-13,63.0
2024-03-14,65.0
2024-03-15,63.0
2024-03-16,61.0
2024-03-17,59.0
2024-03-18,62.0
2024-03-19,64.0
2024-03-20,58.0
2024-03-21,61.0
2024-03-22,58.0
2024-03-23,58.0
2024-03-24,58.0
2024-03-25,58.0
2024-03-26,60.0
2024-03-27,59.0
2024-03-28,58.0
2024-03-29,56.0
2024-03-30,52.0
2024-03-31,55.0
2024-04-01,60.0
2024-04-02,64.0
2024-04-03,66.0
2024-04-04,57.0
2024-04-05,51.0
2024-04-06,56.0
2024-04-07,58.0
2024-04-08,59.0
2024-04-09,70.0
2024-04-10,70.0
2024-04-11,63.0
2024-04-12,57.0
2024-04-13,60.0
2024-04-14,51.0
2024-04-15,59.0
2024-04-16,64.0
2024-04-17,63.0
2024-04-18,61.0
2024-04-19,61.0
2024-04-20,59.0
2024-04-21,61.0
2024-04-22,60.0
2024-04-23,59.0
2024-04-24,61.0
2024-04-25,59.0
2024-04-26,63.0
2024-04-27,65.0
2024-04-28,64.0
2024-04-29,65.0
2024-04-30,66.0
2024-05-01,64.0
2024-05-02,61.0
2024-05-03,64.0
2024-05-04,62.0
2024-05-05,58.0
2024-05-06,64.0
2024-05-07,64.0
2024-05-08,65.0
2024-05-09,62.0
2024-05-10,60.0
2024-05-11,61.0
2024-05-12,63.0
2024-05-13,61.0
2024-05-14,62.0
2024-05-15,60.0
2024-05-16,61.0
2024-05-17,61.0
2024-05-18,60.0
2024-05-19,62.0
2024-05-20,60.0
2024-05-21,62.0
2024-05-22,62.0
2024-05-23,61.0
2024-05-24,61.0
2024-05-25,61.0
2024-05-26,62.0
2024-05-27,60.0
2024-05-28,59.0
2024-05-29,62.0
2024-05-30,63.0
2024-05-31,62.0
2024-06-01,61.0
2024-06-02,62.0
2024-06-03,62.0
2024-06-04,65.0
2024-06-05,62.0
2024-06-06,64.0
2024-06-07,63.0
2024-06-08,64.0
2024-06-09,62.0
2024-06-10,64.0
2024-06-11,62.0
2024-06-12,63.0
2024-06-13,62.0
2024-06-14,70.0
2024-06-15,69.0
2024-06-16,71.0
2024-06-17,67.0
2024-06-18,67.0
2024-06-19,67.0
2024-06-20,68.0
2024-06-21,70.0
2024-06-22,70.0
2024-06-23,72.0
2024-06-24,80.0
