date,hrrr_tmax,peak_cloud_cover,peak_solar_flux,peak_wind_speed,soil_moisture,snow_depth,n_hours_fetched,n_peak_hours,grid_lat,grid_lon
2025-09-01,65.92615478515629,3.4,734.3399963378906,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-02,71.90365112304691,0.0,729.8400024414062,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-03,65.04669921875004,3.8,745.4399963378906,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-04,60.703419189453165,60.2,684.3799926757813,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-05,61.115736083984416,27.6,685.5400024414063,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-06,62.77719848632817,20.6,711.6999938964843,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-07,64.67063720703129,97.2,704.7999938964844,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-08,64.92167480468754,81.8,662.6600036621094,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-09,63.47867553710942,37.4,584.1200073242187,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-10,62.728364257812544,17.2,656.1400024414063,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-11,63.717298583984416,12.2,672.0999877929687,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-12,62.66689575195316,13.0,655.1400085449219,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-13,61.375782470703165,30.0,633.9000061035156,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-14,64.66047485351567,7.0,672.2400085449219,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-15,73.39614379882816,4.8,684.7399963378906,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-16,70.85681884765629,0.0,675.3599975585937,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-17,73.51589477539066,20.0,649.3599975585937,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-18,66.33122070312504,99.8,507.6800109863281,,,0.0,17,5,37.63346023880825,-122.36673649333599
2025-09-19,63.65994995117192,0.8,639.4599914550781,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-20,63.94444091796879,9.2,626.5800109863281,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-21,64.99352539062504,2.6,637.3,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-22,69.54823730468755,0.0,641.0,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-23,77.97744262695316,0.0,635.6599975585938,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-24,67.02808349609379,100.0,325.54000701904295,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-25,64.96671875000004,7.4,608.4200012207032,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-26,71.33714111328129,1.8,618.739990234375,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-27,65.92972534179691,2.0,596.0800048828125,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-28,63.70290649414066,82.4,281.47999572753906,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-29,66.12511718750004,86.4,502.1599975585938,,,0.0,18,5,37.63346023880825,-122.36673649333599
2025-09-30,65.31536987304692,12.8,574.6000183105468,,,0.0,18,5,37.63346023880825,-122.36673649333599
