date,hrrr_tmax,peak_cloud_cover,peak_solar_flux,peak_wind_speed,soil_moisture,snow_depth,n_hours_fetched,n_peak_hours,grid_lat,grid_lon
2022-10-01,85.1691479492188,0.0,725.0,,,0.0,18,5,29.63199723015799,-95.26540134464732
2022-10-02,84.21542480468754,100.0,571.3400085449218,,,0.0,18,5,29.63199723015799,-95.26540134464732
2022-10-03,87.21315429687505,83.2,645.3199951171875,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-04,86.97436645507817,100.0,594.8599975585937,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-05,87.95203979492192,0.0,680.1200073242187,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-06,89.59960449218754,92.0,612.9200073242188,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-07,90.47246826171879,100.0,475.97999877929686,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-08,88.29371459960942,15.6,597.9,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-09,86.71794555664067,0.0,650.739990234375,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-10,86.09941528320317,0.0,652.1599975585938,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-11,85.16579711914066,55.0,479.2600067138672,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-12,90.92142456054691,50.0,426.24000244140626,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-13,91.01316040039066,30.0,527.8400024414062,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-14,87.86777465820316,2.4,628.2000061035156,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-15,90.93213623046879,93.4,587.660009765625,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-16,88.81688354492192,81.2,295.5000036239624,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-17,77.18291137695317,89.4,313.4200012207031,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-18,69.0306713867188,52.2,544.8600158691406,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-19,67.13964965820317,0.0,645.3200012207031,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-20,81.72312133789066,0.0,629.6999938964843,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-21,85.35278442382817,10.6,608.1200012207031,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-22,84.58758666992192,35.6,580.8199951171875,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-23,86.27695434570316,25.8,533.0200042724609,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-24,84.8604321289063,88.8,178.14000091552734,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-25,71.42541625976567,2.0,614.260009765625,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-26,75.00586059570317,0.0,618.7200134277343,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-27,76.90248535156255,0.8,586.7199890136719,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-28,71.96709716796879,100.0,208.7200019836426,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-29,63.12068603515629,94.0,154.93999786376952,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-30,73.69074218750004,56.0,568.8600036621094,,,0.0,18,5,29.63199723015799,-95.26540134464733
2022-10-31,78.94566772460942,100.0,491.35999450683596,,,0.0,18,5,29.63199723015799,-95.26540134464733
