date,hrrr_tmax,peak_cloud_cover,peak_solar_flux,peak_wind_speed,snow_depth,n_hours_fetched,n_peak_hours,grid_lat,grid_lon
2021-05-01,55.43882568359379,99.0,246.59999771118163,6.111226068764881,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-02,59.47674072265629,62.8,703.1999938964843,5.030039444741556,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-03,51.72302978515629,100.0,98.24000091552735,7.262580954848653,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-04,61.29909790039066,19.2,640.9400024414062,4.682216616188778,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-05,76.92138183593754,100.0,613.5,7.59279948335556,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-06,65.30509765625004,95.8,482.49999771118166,13.86509688140693,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-07,50.04322021484379,96.4,379.1200012207031,5.576517473394945,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-08,49.509449462890665,100.0,215.21999969482422,9.214037798739577,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-09,60.64343383789067,55.0,646.3799987792969,6.761090105275653,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-10,63.19671142578129,66.8,678.460009765625,7.396415626576845,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-11,66.45531127929692,18.2,775.7200073242187,8.074915171613886,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-12,68.54013183593754,11.0,753.9,8.310391361928291,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-13,67.99021118164066,100.0,640.1200012207031,9.754164121446955,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-14,70.4804272460938,0.0,786.7599975585938,9.307808895769666,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-15,71.21233642578129,0.0,790.3,8.312215907082333,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-16,73.19097412109379,20.8,776.9999877929688,5.599574450663748,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-17,58.12663085937504,100.0,345.5400024414063,13.700499868765064,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-18,55.36527221679692,57.2,529.6200012207031,12.238784868266166,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-19,56.26928222656254,47.0,747.9199951171875,10.490689964880781,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-20,60.78740966796879,78.8,663.8799926757813,5.9457168935404185,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-21,64.36175659179692,0.2,798.5799926757812,7.663539110104958,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-22,67.34245727539067,0.2,797.7599975585938,5.170658432572802,0.0,17,5,47.46027896706885,-122.30923171729336
2021-05-23,60.61800048828129,67.6,572.4599975585937,13.049286536699928,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-24,56.03582275390629,100.0,198.8800018310547,9.312598177389182,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-25,62.03232543945317,43.8,568.3199951171875,5.168884644436399,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-26,65.47626464843754,84.0,760.7800048828125,8.925119992180033,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-27,55.99791992187504,87.0,406.8,17.627789380346062,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-28,59.48789184570317,54.2,567.7199951171875,3.1310517874312125,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-29,69.5305493164063,0.0,811.9400024414062,8.579110765021312,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-30,72.80848510742192,90.4,713.5599914550781,7.355037229758437,0.0,18,5,47.46027896706885,-122.30923171729336
2021-05-31,76.04511230468754,52.2,759.3199951171875,7.751511044865884,0.0,18,5,47.46027896706885,-122.30923171729336
