date,hrrr_tmax,peak_cloud_cover,peak_solar_flux,peak_wind_speed,snow_depth,n_hours_fetched,n_peak_hours,grid_lat,grid_lon
2022-04-01,52.29860351562504,66.4,516.759992980957,10.794726171338873,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-02,51.55735595703129,49.0,468.2,10.558419270520584,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-03,51.85568969726567,93.8,241.56000137329102,16.332181886533824,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-04,45.579255371093794,91.2,279.55999755859375,18.958628674558312,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-05,47.90813720703129,98.6,408.2000030517578,8.488292268393927,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-06,54.85111206054692,100.0,597.4600036621093,4.6308042773299745,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-07,72.94707763671879,100.0,632.8800048828125,4.224478497928468,0.0,17,5,47.46027896706885,-122.30923171729336
2022-04-08,52.52294433593754,29.0,582.1599975585938,16.992702729856727,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-09,42.75719726562504,91.4,489.3,5.778428696454308,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-10,41.83039062500004,94.6,359.6999938964844,3.9889411567949353,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-11,50.85571411132817,100.0,545.2800048828125,14.330730513198887,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-12,43.091236572265665,99.4,486.6800048828125,10.847888639735514,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-13,47.33300292968754,85.2,459.56000366210935,7.960386535716017,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-14,45.01477783203129,98.2,542.2,6.939282094234384,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-15,48.998585205078165,63.6,652.3599975585937,4.468973655795471,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-16,51.30708740234379,97.2,580.0599975585938,9.369320760371917,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-17,54.477467041015665,97.6,662.0799987792968,4.337997038426754,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-18,58.217213134765665,100.0,233.6999984741211,12.376576306331327,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-19,49.14519775390629,68.4,570.0400024414063,9.633021161976831,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-20,57.15714233398442,100.0,310.14000244140624,7.861554604915687,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-21,51.23963134765629,98.2,527.5600036621094,9.922895797827366,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-22,56.06339843750004,76.0,489.8799987792969,5.86026275296466,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-23,58.91890991210941,61.0,731.7,6.557764407645683,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-24,63.79563110351567,40.0,722.2400024414062,8.300036195260663,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-25,52.95009277343754,91.6,405.8,8.233392287922548,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-26,51.582734375000044,72.0,665.4799987792969,11.20072503463544,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-27,52.26690795898442,97.6,510.5000061035156,6.21065949221117,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-28,55.20212524414067,100.0,662.4000061035156,7.265433887118495,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-29,56.956861572265666,84.0,569.4799987792969,6.541171906008037,0.0,18,5,47.46027896706885,-122.30923171729336
2022-04-30,56.262745361328165,64.2,478.3800048828125,3.792760684482034,0.0,18,5,47.46027896706885,-122.30923171729336
